ts_us,rss_kb,cpu_pct
1779299511991679,12552,0.0
1779299512305061,12552,0.0
1779299512617963,12552,0.0
1779299512932109,12552,0.0
1779299513246907,12552,0.0
1779299513560966,12552,0.0
1779299513872437,12552,0.0
1779299514185126,12552,0.0
1779299514497450,12552,0.0
1779299514811624,12552,0.0
1779299515128835,12552,0.0
1779299515442324,12552,0.0
1779299515756322,12552,0.0
1779299516069711,12552,0.0
1779299516385665,12552,0.0
1779299516700509,12552,0.0
1779299517014124,12552,0.0
1779299517326160,12552,0.0
1779299517639320,12552,0.0
1779299517952626,12552,0.0
1779299518266798,12552,0.0
1779299518578755,12552,0.0
1779299518891891,12552,0.0
1779299519204684,12552,0.0
1779299519519241,12552,0.0
1779299519836515,12552,0.0
1779299520150803,12552,0.0
1779299520465410,12552,0.0
1779299520780510,12552,0.0
1779299521092621,12552,0.0
1779299521406598,12552,0.0
1779299521719601,12552,0.0
1779299522033292,12552,0.0
1779299522345704,12552,0.0
1779299522659601,12552,0.0
1779299522974678,12552,0.0
1779299523289616,12552,0.0
1779299523603398,12552,0.0
1779299523917340,12552,0.0
1779299524230397,12552,0.0
1779299524546119,12552,0.0
1779299524860153,12552,0.0
1779299525173821,12552,0.0
1779299525487125,12552,0.0
1779299525801191,12552,0.0
1779299526114798,12552,0.0
1779299526430373,12552,0.0
1779299526744903,12552,0.0
1779299527061145,12552,0.0
1779299527374351,12552,0.0
1779299527687857,12552,0.0
1779299528000805,12552,0.0
1779299528316133,12552,0.0
1779299528629776,12552,0.0
1779299528945151,12552,0.0
1779299529262823,12552,0.0
1779299529578796,12552,0.0
1779299529891336,12552,0.0
1779299530205720,12552,0.0
1779299530521339,12552,0.0
1779299530836211,12552,0.0
1779299531151352,12552,0.0
1779299531466085,12552,0.0
1779299531782322,12552,0.0
1779299532098935,12552,0.0
1779299532412866,12552,0.0
1779299532726648,12552,0.0
1779299533041573,12552,0.0
1779299533352557,12552,0.0
1779299533665707,12552,0.0
1779299533981376,12552,0.0
1779299534297209,12552,0.0
1779299534613632,12552,0.0
1779299534926811,12552,0.0
1779299535240044,12552,0.0
1779299535552552,12552,0.0
1779299535865931,12552,0.0
1779299536178395,12552,0.0
1779299536492565,12552,0.0
1779299536806628,12552,0.0
1779299537122120,12552,0.0
1779299537438687,12552,0.0
1779299537753353,12552,0.0
1779299538068688,12552,0.0
1779299538381217,12552,0.0
1779299538694107,12552,0.0
1779299539009426,12552,0.0
1779299539326704,12552,0.0
1779299539645091,12552,0.0
1779299539958110,12552,0.0
1779299540271566,12552,0.0
1779299540584773,12552,0.0
1779299540896887,12552,0.0
1779299541211222,12552,0.0
1779299541524325,12552,0.0
1779299541837120,12552,0.0
1779299542152007,12552,0.0
1779299542467091,12552,0.0
1779299542782077,12552,0.0
1779299543094112,12552,0.0
1779299543407687,12552,0.0
1779299543726109,12552,0.0
1779299544042597,12552,0.0
1779299544358637,12552,0.0
1779299544673633,12552,0.0
1779299544987374,12552,0.0
1779299545298785,12552,0.0
1779299545611239,12552,0.0
1779299545922958,12552,0.0
1779299546235690,12552,0.0
1779299546548319,12552,0.0
1779299546862571,12552,0.0
1779299547176374,12552,0.0
1779299547491322,12552,0.0
1779299547803488,12552,0.0
1779299548114923,12552,0.0
1779299548427840,12552,0.0
1779299548744810,12552,0.0
1779299549057059,12552,0.0
1779299549370764,12552,0.0
1779299549689226,12552,0.0
1779299550002082,12552,0.0
1779299550316285,12552,0.0
1779299550628896,12552,0.0
1779299550945639,12552,0.0
1779299551260258,12552,0.0
1779299551573399,12552,0.0
1779299551885813,12552,0.0
1779299552198319,12552,0.0
1779299552512476,12552,0.0
1779299552824838,12552,0.0
1779299553138527,12552,0.0
1779299553452188,12552,0.0
1779299553766160,12552,0.0
1779299554080924,12552,0.0
1779299554399669,12552,0.0
1779299554713327,12552,0.0
1779299555029641,12552,0.0
1779299555342272,12552,0.0
1779299555655789,12552,0.0
1779299555974758,12552,0.0
1779299556287712,12552,0.0
1779299556600237,12552,0.0
1779299556914779,12552,0.0
1779299557227477,12552,0.0
1779299557542921,12552,0.0
1779299557857480,12552,0.0
1779299558170313,12552,0.0
1779299558486509,12552,0.0
1779299558802690,12552,0.0
1779299559115878,12552,0.0
1779299559430384,12552,0.0
1779299559744920,12552,0.0
1779299560060109,12552,0.0
1779299560373947,12552,0.0
1779299560687077,12552,0.0
1779299561006325,12552,0.0
1779299561323699,12552,0.0
1779299561638098,12552,0.0
1779299561951542,12552,0.0
1779299562263799,12552,0.0
1779299562577729,12552,0.0
1779299562891819,12552,0.0
1779299563204735,12552,0.0
1779299563517669,12552,0.0
1779299563832810,12552,0.0
1779299564147122,12552,0.0
1779299564461472,12552,0.0
1779299564774594,12552,0.0
1779299565087993,12552,0.0
1779299565400950,12552,0.0
1779299565715079,12552,0.0
1779299566028788,12552,0.0
1779299566341996,12552,0.0
1779299566656493,12552,0.0
1779299566970443,12552,0.0
1779299567282794,12552,0.0
1779299567596291,12552,0.0
1779299567909019,12552,0.0
1779299568222305,12552,0.0
1779299568534715,12552,0.0
1779299568851694,12552,0.0
1779299569168241,12552,0.0
1779299569484014,12552,0.0
1779299569797422,12552,0.0
1779299570111212,12552,0.0
1779299570423497,12552,0.0
1779299570736180,12552,0.0
1779299571048544,12552,0.0
1779299571362644,12552,0.0
1779299571675016,12552,0.0
1779299571988022,12552,0.0
1779299572302503,12552,0.0
1779299572615438,12552,0.0
1779299572930517,12552,0.0
1779299573243704,12552,0.0
1779299573556724,12552,0.0
1779299573871886,12552,0.0
1779299574184505,12552,0.0
1779299574495893,12552,0.0
1779299574808925,12552,0.0
1779299575122388,12552,0.0
1779299575435787,12552,0.0
1779299575751792,12552,0.0
1779299576067473,12552,0.0
1779299576384210,12552,0.0
1779299576697613,12552,0.0
1779299577010663,12552,0.0
1779299577326810,12552,0.0
1779299577639926,12552,0.0
